title;Pagerank pro 0.8;Pagerank pro 0.85;Pagerank pro 0.9;Pagerank links 0.8;Pagerank links 0.85;Pagerank links 0.9
Quadrilateral;6.251297891139983;6.484732031822205;6.7255678586661825;7.247639819979668;7.626870647072793;8.034768514335155
Regular polytope;3.431356512010097;3.431273391470313;3.429722040891648;2.87338113412261;2.899145008996129;2.9286155477166176
Coxeter group;3.275445662438869;3.2572855707257986;3.236326621845365;5.61927817761898;5.828836001455784;6.0344273224473
Symmedian;2.7890498749911785;2.743893070146441;2.6966312434524298;2.2255100775510077;2.2077921312302347;2.2020568139851093
Noncommutative geometry;3.0604740604758263;3.0281306244432926;2.99299112521112;1.164704444818199;0.9700474911369384;0.7678945548832417
Hermite spline;0.8720834739506245;0.7119107176549733;0.5506628076545894;0.6600659689866006;0.4950494039803744;0.3300330718047917
Trapezoid;6.4837243407964715;6.738699972629548;7.002138998359443;4.015024285763502;4.157494753599167;4.313391167670488
Parallel postulate;4.238163586705923;4.297016188502313;4.355668555945158;3.8564177230000496;4.011859185993671;4.183290060609578
Central angle;2.5807290803641076;2.5292839854955678;2.4767997674644;2.0803732331842184;1.9724126905202863;1.8622493371367452
Pick's theorem;3.1686779111623764;3.1543795485049486;3.1389619689434767;1.905298558995128;1.7599196871742606;1.5998799353837967
Point group;2.1349755115807056;2.0476598292589188;1.9580961670726535;1.9417565781623125;1.8585736397653816;1.770385541021824
Leech lattice;2.6083693373948336;2.547185868024826;2.4831839837133884;1.2755137868225574;1.1190130608156323;0.9552412666380404
Heronian triangle;2.9052316676825285;2.863937290385365;2.820031251758337;1.916507026180625;1.8120795721188188;1.7087829764932394
Infinitesimal transformation;1.664587063714862;1.549520413391292;1.4325452502816916;0.6600659689866006;0.4950494039803744;0.3300330718047917
Invariant (mathematics);2.867928706109524;2.8309328481554985;2.7922284789383407;3.686503041535616;3.726117545738816;3.760596737265587
Space group;3.359996946528554;3.352854168042541;3.3438261598348618;3.534921677783132;3.5620033740997314;3.5782097838819027
Van Hiele model;1.774944132193923;1.6711963107809424;1.5661895740777254;0.6600659689866006;0.4950494039803744;0.3300330718047917
Minkowski addition;2.9505148995667696;2.9125737491995096;2.8719897381961346;1.3723595766350627;1.1836768826469781;0.9787126909941436
Analytic geometry;5.159738939255477;5.286422558128834;5.414417013525963;5.627841223031282;5.913334898650646;6.207752972841263
Riemannian geometry;3.4483540803194046;3.448121016845107;3.4461419563740487;3.6661734338849774;3.73037182725966;3.791026771068573
Fractal;7.502608466893434;7.852804847061634;8.21660365909338;3.6610164679586887;3.714715363457799;3.7598086055368185
Normal (geometry);3.308637533336878;3.308531828224659;3.3080838620662685;4.434673581272363;4.567164927721024;4.704096354544164
Systolic geometry;2.5111350696533923;2.443373203277588;2.3727710358798504;1.0089721763506532;0.859547290019691;0.7095974287949502
Pons asinorum;2.3177387192845345;2.245064359158277;2.170628169551492;1.922351773828268;1.872252905741334;1.8292840104550123
Ellipse;7.098781876266003;7.376961410045624;7.660816889256238;9.193310514092444;9.772216901183127;10.39738766849041
Desargues' theorem;3.4216942731291056;3.4178060013800864;3.4119142219424248;4.717188887298106;4.798278212547301;4.871696699410677
Geometrization conjecture;3.0781812965869904;3.049489809200168;3.018294228240848;1.2151519767940044;1.0844302596524358;0.9519429295323788
Pedal triangle;1.797280507162213;1.6948375850915909;1.5910917427390814;1.1476912768557668;1.0398493614047766;0.9374308283440768
Cyclic quadrilateral;3.4170467406511307;3.420187858864665;3.422554349526763;4.816127475351094;4.9218349158763885;5.040580872446299
Plane at infinity;1.6126437112689018;1.4964757720008492;1.378699205815792;1.3122509699314833;1.1941599659621716;1.0776938870549202
3-sphere;3.6934374365955587;3.7043977063149214;3.7130194250494237;1.7870920710265636;1.6643566777929664;1.5350498724728825
Conformal geometry;3.158674109727144;3.1351067591458563;3.1090730335563417;2.0495995413511987;1.924917218275368;1.7906369175761938
Group action;4.4561997056007385;4.521944560110568;4.5862169936299315;6.645600311458111;6.68295007199049;6.679507903754711
Polygon;6.890242453664541;7.156741805374622;7.429245859384537;10.716967284679411;11.32387574762106;11.945126578211784
3D projection;3.430536482483149;3.4260880202054977;3.4195093903690577;2.3570090997964144;2.268988173455;2.160988049581647
Prismatoid;2.031388692557812;1.9444451900199056;1.8563296180218456;1.172928838059306;1.0235521476715803;0.8684276253916323
Aperiodic tiling;3.0699465423822403;3.0393588822335005;3.0061369761824612;2.095322823151946;1.9586782436817884;1.803304767236113
2D computer graphics;2.5404884945601225;2.494008745998144;2.447860781103373;1.8847116734832523;1.7062940169125795;1.5008477494120598
Ehrhart polynomial;2.5745190214365716;2.511086640879512;2.44483444839716;1.228773850016296;1.0698080295696857;0.9021086734719574
Rectangle;5.686068907380104;5.872255191206932;6.0639381408691415;7.006639614701271;7.295910269021987;7.5861536897718915
Lattice (group);3.250039415434003;3.2331144902855162;3.2138556707650423;4.432898946106434;4.326032474637032;4.176344256848097
Cross section (geometry);2.874910132959485;2.8333119116723537;2.7894640807062387;2.668116940185428;2.5704212021082644;2.4567046202719207
Eccentricity (mathematics);3.023772733286023;3.0063150916248564;2.9886572156101465;3.4938734024763107;3.501038067042828;3.5071999300271277
Algebraic geometry;5.1236641593277445;5.247161723673344;5.371693056076765;6.836146116256714;6.947369314730167;7.025742437690496
Cavalieri's principle;2.039333106949925;1.949877245351672;1.858801115304232;1.7787059769034386;1.5931111993268132;1.3902641367167234
Poncelet–Steiner theorem;2.3378364276140933;2.2617317736148834;2.1831514313817024;1.24568457249552;1.100545865483582;0.9543980122543873
Soddy's hexlet;1.948537537828088;1.8507973290979864;1.7510175239294767;1.237129210494459;1.0048965923488142;0.7568716537207365
Toric variety;1.6269931802526116;1.5112723922356963;1.393854385241866;1.4694846468046308;1.3175988569855692;1.1562168365344403
Torus;5.051290616393088;5.165255628526211;5.279404576867818;3.646377241238952;3.4924012143164878;3.3073311205953364
Inscribed angle;3.646781435236335;3.658310975879431;3.668201388791204;2.980387071147561;2.958491211757064;2.9401415959000587
Bretschneider's formula;1.955546671524644;1.8619588809087877;1.7669163644313812;1.5012517105787992;1.4062735717743635;1.316879875957966
Orthocentric system;2.3838090710341935;2.313827164471149;2.2419283632189035;1.8813409842550757;1.861893688328564;1.8581543117761607
Binary space partitioning;3.3334505278617144;3.3301273360848427;3.325788071379065;0.7452357676811516;0.5634708795696497;0.3787264577113092
Incidence geometry;1.970127457752824;1.8751434981822968;1.7783525399863718;2.2662207484245296;2.2369707003235817;2.2107132244855165
Wallace–Bolyai–Gerwien theorem;2.686350373551249;2.63337348587811;2.5780771393328905;1.0260657873004675;0.8708604145795107;0.7133254548534751
Heron's formula;4.410636145621538;4.49056550860405;4.571891389787197;4.007204435765743;4.151148721575737;4.3159350752830505
Hyperbolic geometry;4.817428532987833;4.908738657832147;4.999026656150819;6.773691624403;7.088255137205124;7.415911182761192
Compass-and-straightedge construction;4.789736121892928;4.890628159046173;4.992371890693904;5.782457068562508;6.0251569375395775;6.279015447944403
Pedoe's inequality;2.295841695740819;2.221515867859125;2.1453234367072582;0.8842703537084162;0.7399475434795022;0.5966558237560093
N-sphere;3.8778104353696112;3.9084702730178833;3.9379983209073535;1.9861254841089249;1.8849113257601855;1.777485245838761
Affine transformation;4.072620999068022;4.111696965992452;4.149059299379587;5.56616485118866;5.794651806354523;6.020180881023407
Circle;8.666849695146084;9.120178408920763;9.591978043317797;12.186202220618725;12.593512423336506;12.978707440197468
Isometry;3.2977485097944736;3.2912746537476782;3.2835786696523432;6.348969880491495;6.54731597751379;6.729140412062407
Schläfli symbol;3.022864693775773;2.994931302964688;2.9652221128344536;3.948977682739496;4.0385168977081785;4.128647502511741
Wang tile;2.4469455238431688;2.3811666760593653;2.3134583607316017;2.827223390340805;2.692748559638858;2.5270706973969936
Spherical geometry;3.7587413098663087;3.7843775935471062;3.8093358743935823;4.016777500510217;4.149585962295531;4.2937854304909715
Orthodiagonal quadrilateral;1.5530802775174382;1.4335587620735168;1.3125685509294271;1.9267951138317585;1.8526895437389608;1.7822133377194405
Euclidean shortest path;1.2027989141643047;1.0608928278088572;0.9174824226647617;0.8245908538810909;0.6652663578279316;0.5034176865592599
Annulus (mathematics);3.1088106334209438;3.0933551024645567;3.0771414749324317;1.1557977413758636;1.0083996457979083;0.8569038473069668
Polar sine;1.1491309851408005;1.0084905661642551;0.8669723756611347;0.700685428455472;0.5274180439300835;0.3528814995661378
Finite geometry;3.130665048956871;3.1037114094942813;3.0740792863070965;3.7503915373235936;3.831383306533098;3.9028739556670184
Inversive geometry;4.023252986371517;4.056541249155998;4.087724257260561;2.9586208984255786;2.9119381215423346;2.857267390936613
Tangential quadrilateral;2.4652250576764345;2.4000301491469145;2.3328722454607487;2.3909080773591995;2.3874072358012204;2.3962988052517176
Complex geometry;2.8705124277621508;2.8259800747036934;2.7786758728325367;1.0708945337682962;0.9429790079593658;0.8143974118866026
Rhombus;5.907587241381407;6.12013041973114;6.340214516967535;5.287539213895798;5.492107942700387;5.70200989022851
Pi;10.589431971311571;11.211161501705648;11.85913383960724;3.486472647637129;3.5853239241987467;3.696424188092351
Pythagorean triple;5.566018633544445;5.730416625738144;5.897955968976022;2.4076590780168767;2.3304438218474393;2.2494527511298656
Symplectic geometry;3.20289796218276;3.184121800586581;3.1631749588996168;2.4939882569015026;2.4839749094098806;2.4765999987721443
Ruppeiner geometry;1.466364716179669;1.3427432859316468;1.2178048491477966;1.4474955387413502;1.1729011312127111;0.8576696855016053
Euler line;3.186974208801985;3.177602309733629;3.1677286606282;2.76140752248466;2.8150922153145075;2.8877148870378733
Girard Desargues;3.257602686062455;3.2422770746052265;3.2248692587018013;2.174122491851449;2.1517514251172543;2.1310197189450264
Archimedean solid;4.088832996785642;4.137781914323568;4.186391830444337;2.3674485273659234;2.2678300738334656;2.153802197426557
Roman surface;2.3151456844061613;2.2398768924176693;2.1624325308948755;0.760963186621666;0.5863762926310301;0.4098626668564975
Pattern;4.364856518805027;4.449951462447643;4.5376657508313665;1.4574222732335331;1.356260385364294;1.250195549800992
Thales' theorem;3.509962931275368;3.515597665682435;3.5198826808482413;2.5101578794419765;2.5058474857360125;2.508178120478988
Triangle inequality;3.707032417878509;3.7278595846146345;3.747825743630529;1.960653346031904;1.868398045189679;1.7774458974599838
Matrix representation of conic sections;2.2654866334050894;2.1869787015020847;2.1063375752419238;1.0447539389133451;0.9261935483664274;0.8112709037959576
Taxicab geometry;3.4132192377001047;3.410524455830455;3.406107891350985;1.952288439497352;1.8663546070456505;1.7785991076380014
Ball (mathematics);3.607820020988584;3.621318144723773;3.6337981000542636;1.2728533474728465;1.1164844036102295;0.9536808938719332
Parallel (geometry);4.244348965585232;4.315788391977549;4.3890317901968965;7.356431800872087;7.764712907373905;8.189615793526173
Hidden line removal;1.4775627059862018;1.3551593292504551;1.2315165949985385;0.6600659689866006;0.4950494039803744;0.3300330718047917
Topology;6.7135621793568125;6.966745480895042;7.225503213703632;6.235884502530098;6.342718377709389;6.4186700619757175
Synthetic geometry;2.738734008744359;2.687962492927909;2.6347320526838303;3.8233490195125337;3.933826927095652;4.055527038872242
Lie sphere geometry;1.4824536629021168;1.362302340567112;1.2411836069077251;0.7754878606647253;0.6137161399237812;0.4513772437348962
Pythagorean theorem;9.65533684939146;10.185183957219122;10.735725052654745;8.828292600810528;9.230864234268664;9.639123454689981
Polytope compound;2.3505620192736387;2.282115165144205;2.2122105583548546;1.1389479041099548;1.0038593318313358;0.8669112576171756
Internal and external angle;3.3868777099996805;3.386399010196328;3.3849554602056737;6.402369122952223;6.917699240148068;7.495022844523191
Angle;7.231350056827067;7.543420419096947;7.865431718528272;18.66222359240055;20.035892724990845;21.50268480181694
Pyramid (geometry);3.806628752499819;3.8494460750371218;3.8938031066209082;5.218486301600934;5.3199585527181625;5.401579663157463
Quasicrystal;3.971186466515064;4.0080780163407335;4.043907392770052;2.172097098082304;2.057202160358429;1.9280649721622467
Deltahedron;2.8503637295216318;2.812108723446727;2.7721708174794912;1.1010868474841118;0.9577086893841624;0.8114400552585721
Semi-major axis;2.921154024079442;2.900921506807208;2.881082007661462;1.991858473047614;1.9153689499944448;1.8391516059637067
Honeycomb (geometry);2.1247037220746283;2.0383140072226524;1.9499461632221935;2.9251242522150283;2.816558349877596;2.682815073058009
Strähle construction;1.5897201374173164;1.4737965539097786;1.3565064873546362;0.6600659689866006;0.4950494039803744;0.3300330718047917
Bicentric quadrilateral;1.3449497055262327;1.2146105291321874;1.0831536492332816;1.1195683619007468;0.99212396889925;0.8673922857269645
Angular defect;2.6240500155836344;2.566007664427161;2.5054609868675466;1.3543145032599568;1.2407246977090836;1.1261508334428072
Penrose tiling;4.347595386207104;4.40902728587389;4.4694868847727784;2.1572329569607973;2.0361186470836397;1.9003094639629128
Duality (projective geometry);2.951252507045865;2.912016585469246;2.870053518563509;3.1934198923408985;3.1688783783465624;3.1388571951538324
Hilbert's third problem;2.5632258038967852;2.502396935597062;2.4392085615545507;1.303221913985908;1.1191058438271284;0.9238241473212838
Distance geometry;2.695143455639481;2.6393334846943617;2.5808126665651803;1.2557269074022772;1.1358375195413828;1.0177860967814922
Möbius transformation;4.128444008529186;4.168109968304633;4.205489531159402;4.254685249179603;4.333384335041046;4.408752080053091
Point at infinity;2.1830438636243343;2.104954328387976;2.025517635047436;3.2976088114082813;3.307344391942024;3.3148142974823718
Shape;4.813641775399447;4.935295321047307;5.061070900410415;3.805703716352582;3.8600037805736074;3.9062630385160446
List of triangle topics;2.201663563027978;2.116793300956488;2.029568655416369;1.2031104415655136;1.080404967069626;0.959108816459775
Quantum geometry;1.9878270104527476;1.889598555862904;1.7889526207000015;0.6600659689866006;0.4950494039803744;0.3300330718047917
Contact geometry;2.80765094794333;2.763825701549649;2.7178183663636446;0.8667067158967257;0.7042991928756237;0.5402448587119579
B-spline;3.114375052973628;3.0930372886359687;3.0700622592121363;1.3113932218402624;1.0986423585563898;0.8648610091768205
Pappus's centroid theorem;2.4119147565215826;2.347139175981283;2.2808867506682877;0.798975583165884;0.6364085129462183;0.4717754782177508
Monge's theorem;1.8110456876456735;1.7099562101066113;1.60761340521276;1.0645836591720579;0.92002481687814;0.7744366303086281
Affine geometry;3.4950298722833395;3.494726028293371;3.492256859317422;3.408534219488501;3.4852232784032817;3.568354994058609
Parallelepiped;3.741916734725237;3.767109708860517;3.7916481960564847;2.6174334343522787;2.4701040238142014;2.2981273941695686
Dihedral angle;2.5825002230703835;2.530759433284402;2.4778905790299177;2.1466098260134463;2.071578986942768;1.9936675671488049
Mathematics and fiber arts;2.042167354375124;1.950180740095675;1.8561778124421835;0.9415553649887444;0.8049263851717114;0.6694780313409865
Hyperbola;5.448107607662678;5.599832162261009;5.753803998231888;5.776009522378446;5.990984849631786;6.215376313775778
Convex uniform honeycomb;2.6477638166397806;2.5994670577347283;2.5498664472252126;1.2947442010045052;1.1291946284472942;0.9536255383864044
Robot control;0.96944160759449;0.807115575298667;0.6425742758437991;0.6600659689866006;0.4950494039803744;0.3300330718047917
Delaunay triangulation;3.604116151109338;3.61241027712822;3.6187933292239904;1.9630542956292631;1.852109213359654;1.7317372839897869
List of trigonometry topics;1.568964566104114;1.4530435437336564;1.3359617441892624;0.6600659689866006;0.4950494039803744;0.3300330718047917
Isoperimetric inequality;3.202812280505896;3.1801590230315924;3.1548540573567148;2.313111675903201;2.2644349373877053;2.2165144328027964
Isosceles trapezoid;3.1475089490413666;3.142063971608877;3.137259278446436;2.0174635574221607;1.9886652007699013;1.9706846214830875
Uniform tessellation;2.138021634891629;2.051909454166889;1.9636950455605984;1.4813786838203669;1.331317937001586;1.169093418866396
Complex projective plane;1.7006241250783205;1.5876357210800052;1.4726582448929548;2.0903181284666057;1.995658501982689;1.8937820568680763
Platonic solid;6.449931766837835;6.688490509986877;6.932920310646296;3.833137918263674;3.821964142844081;3.795094322413206
Point location;2.462797099724412;2.395607065409422;2.326099900528789;1.0770144872367382;0.9084665798582136;0.7319774013012648
Reuleaux triangle;3.6386616993695498;3.647335804998874;3.653920954093337;1.021985663101077;0.8487192681059241;0.6712874164804816
Dandelin spheres;2.0675987470895048;1.977939624339342;1.886321930214763;1.5423130244016647;1.4583971351385117;1.3776288833469152
Hilbert's axioms;2.7948978822678328;2.7556507848203182;2.715050242841244;2.4373836349695917;2.4252599105238914;2.4200142361223698
Right triangle;3.176291473209858;3.169281175360084;3.162415698170662;3.356653032824397;3.447060706093908;3.554741153493524
Polytope;3.698582760989666;3.713726997375488;3.727089148014784;4.542857874184847;4.5799827203154555;4.598264582455158
Triangle;9.373214095830916;9.914780035614967;10.482356883585453;15.863686800003052;16.697702929377556;17.543114721775055
Parabolic geometry (differential geometry);0.7802758482284844;0.6186135578900576;0.4564263799693435;0.6600659689866006;0.4950494039803744;0.3300330718047917
Rotation (mathematics);3.497022669762373;3.5049752332270145;3.512018593028188;4.848468583077191;4.916571080684662;4.972307477146386
Homography;2.529621589928865;2.468200167641044;2.4047184269875292;5.134854465723039;5.298865959048272;5.45612582936883
Cone;5.264431238174439;5.411935970187186;5.562929902225733;5.226018372923137;5.2364207804203025;5.2182888612151155
Point (geometry);4.810446407645942;4.922929219901562;5.0378479063510895;6.845936179161072;7.173839025199412;7.508651353418827
Point groups in two dimensions;1.7391305882483719;1.628369907848537;1.5156581066548824;0.8343066438101232;0.6727052386850119;0.5095514352433383
Symmetry;6.841158494353294;7.096655666828156;7.356858346611261;8.82987305521965;9.207564406096935;9.570618160068989
Mirror image;3.2511590979993343;3.243560902774334;3.23511497117579;1.886197365820408;1.8044501775875688;1.71893578954041
Tetrahedron;6.1467052437365055;6.3487906008958825;6.553990300744772;6.916144397109747;7.045752368867397;7.1521890349686155
Spline (mathematics);4.079964943230152;4.124047234654427;4.167178180068731;1.495359931141138;1.2551620602607727;0.9925516787916422
List of triangle inequalities;1.1540880659595132;1.012517255730927;0.8698705933056772;1.174068893305957;1.0501912329345942;0.9290925227105618
Handedness;4.6713813208043575;4.773056134581567;4.877027589827777;8.124209940433504;9.610972367227076;12.461254373192787
Steiner chain;2.141191391274333;2.056436147540808;1.969760749489069;0.7939173956401646;0.610965711530298;0.4233150975778699
Point groups in three dimensions;2.6479566004127264;2.5940574705600743;2.5380344595760107;2.3145852610468864;2.2283033467829227;2.1315908525139093
Translation (geometry);4.254620522260666;4.311780910938978;4.368279594928026;8.052563294768332;8.365729823708534;8.662164211273192
Concyclic points;2.110688481479883;2.0223623141646385;1.9319490529596808;1.6214614734053612;1.5418205875903368;1.4688761439174414
Ellipsoid;4.063599742949009;4.11274004727602;4.161733202636242;2.4013584479689603;2.3224391043186188;2.2366428747773166
Brahmagupta's formula;3.169082337990403;3.147358074784279;3.1234286725521088;1.7212263774126768;1.622474053874612;1.5282870735973118
Minkowski's theorem;2.550827572122216;2.4907935876399283;2.4286331608891487;1.3730323407799006;1.2152071576565504;1.0465187951922417
Parallelogram law;2.627510810270905;2.576276659965515;2.523551695048809;1.3580446830019357;1.2591315899044275;1.163956010714173
Euclidean distance;3.283765399828553;3.2755848951637745;3.2662199810147285;3.02851339802146;3.0858386307954784;3.1494502909481525
Ptolemy's theorem;3.356995759531856;3.351357067003846;3.344123950228095;1.5411647036671638;1.427765004336834;1.3168088626116514
Crystal;5.881226621568202;6.14356342703104;6.4227189868688574;3.3108231145888567;3.3190131653100248;3.318036673590541
Minkowski space;4.064923617988826;4.108483903110026;4.151041153818369;2.036283491179347;1.9458917668089268;1.8533887341618536
Hyperboloid;3.342475974932313;3.330841194838285;3.316906513646245;2.3445379920303817;2.25604185834527;2.159804105758667
Altitude (triangle);3.8077500648796563;3.8384536746889353;3.868908155709505;8.771738968789577;9.358574636280537;10.005885735154152
Incidence (geometry);1.903493190184236;1.8040749710053203;1.7028010915964842;2.49624252319336;2.4509585928171878;2.4039747659116983
Relative direction;2.7239422779530287;2.688218140974641;2.652585506439209;0.848685740493238;0.6867722258903086;0.5234128911979496
Absolute geometry;2.870684722438454;2.828428987413645;2.7837827801704407;1.154237543232739;1.0297556873410942;0.9070988162420691
Translational symmetry;2.501992275938392;2.442724769935012;2.3819541092962027;4.1055004112422475;4.1072661988437185;4.090636968612672
Trigonometry;8.283007889986036;8.737750351428987;9.215754456818104;4.9840291030704975;5.178346298635006;5.375210661441088
Oval (projective plane);1.8668640404939647;1.764278276823461;1.659770729020238;0.7586220162920654;0.5749433184973896;0.38740879972465336
Straightedge;1.6848673112690449;1.5763986157253385;1.4669548254460096;1.4480929821729658;1.3328429777175188;1.2193473521620035
Projective space;3.752954537048936;3.766774432733655;3.778117708861828;6.431648042052983;6.520183756947517;6.5810601226985455
Mathematical morphology;2.4389938917011023;2.376919146627188;2.3135363589972258;0.9966655634343624;0.8078170940279961;0.6075386190786958
Parabola;6.993785966187716;7.286917418241501;7.589207030832767;5.9752147644758224;6.1387037858366975;6.295023951679468
Projective geometry;4.5470488257706165;4.613483324646951;4.677779041230679;10.375419631600382;10.82473061978817;11.254589073359966
Chirality (mathematics);2.978745847940445;2.942606108263135;2.903907559812069;2.6231592055410147;2.5471276603639126;2.4605141952633858
Acute and obtuse triangles;0.8290638215839863;0.6705294945277274;0.5114756058901548;3.2241994049400087;3.3411707263439894;3.480630926787853
Polygon triangulation;3.118861699476838;3.0889890622347598;3.056139918044209;1.1567898327484727;1.0103434324264526;0.8597382693551481
Arc (projective geometry);1.1494407663121822;1.00913702044636;0.8680022438056767;0.8623651810921729;0.6579500040970743;0.4462557262741029
Coordinate rotations and reflections;1.8666854593902824;1.7693931004032493;1.6708876937627792;1.394402701407671;1.2908614007756114;1.1872430332005024
Non-uniform rational B-spline;2.9881019145250316;2.960404613986612;2.931354334577918;2.037574304267764;1.8869312480092049;1.7067869193851948
Voronoi diagram;4.176449496299028;4.2183720506727695;4.2579141445457935;3.184559289366007;3.0245762318372726;2.8245970606803894
Napkin ring problem;1.2893021339550614;1.1548807378858328;1.019183313474059;1.0847360827028751;0.936320167966187;0.7835610304027796
Hyperplane;3.652421059086919;3.658715169876814;3.662399714812637;4.873977042734623;4.8936689272522935;4.893316421657801
Projective line;2.518949331715703;2.4536782875657077;2.3858440108597283;2.119312295690179;2.0549381151795387;1.988318283110857
Heronian tetrahedron;1.3262163847684858;1.1946817394346;1.0619116947054863;0.830422155559063;0.6661902880296111;0.5009109154343605
Ordered geometry;1.7715783324092629;1.6645117430016398;1.5557294245809317;1.41147430986166;1.3143983669579031;1.2199152261018753
Digital geometry;2.347430912777781;2.2742478176951413;2.198925707489252;2.242840360850096;1.980021130293608;1.6740078572183847
Graham scan;2.540964167565108;2.4828074965626;2.422905061393976;0.9180525084957479;0.7528390269726515;0.5826409906148909
Sphericon;1.6287072794511914;1.5125933568924663;1.3947533443570137;0.6600659689866006;0.4950494039803744;0.3300330718047917
Ray tracing (graphics);3.6995133850723514;3.727462375536561;3.7557170726358886;2.119341166689992;1.9441847689449787;1.7367585096508265
Cross-ratio;3.351419698446989;3.3407807350158687;3.3278123009949923;3.193851094692945;3.210921073332429;3.2259067520499234
Similarity (geometry);4.6560405753552905;4.7427089884877205;4.829404875636102;7.952405139803886;8.299862034618856;8.654198609292509
Sangaku;2.0311300177127123;1.942239934578538;1.851900713518262;0.8537268149666488;0.6659771315753461;0.4726678598672152
Mrs. Miniver's problem;1.7292683478444817;1.6188754234462976;1.5066331252455711;0.6839503766968846;0.5160587606951594;0.3476279671303928
Descriptive geometry;2.5762622244656086;2.52458336763084;2.4718015920370817;1.664190785959363;1.549337524920702;1.425890950486064
Coordinate-free;1.2323400005698204;1.095967018045485;0.9585591615177692;0.773350358940661;0.6188921397551894;0.4652169009204954
List of interactive geometry software;2.7074282988905907;2.6628284249454737;2.6169952470809217;1.7392567824572325;1.6882147174328566;1.6423300839960575
Shear mapping;2.0180924329906698;1.9260125700384376;1.8320952076464887;1.0094866156578064;0.8825502591207623;0.7575332419946791
Pappus's hexagon theorem;2.9846378602087498;2.953216433525085;2.9198047704994683;2.1620842162519693;2.1290478762239218;2.098515629768372
Frieze group;2.8342537116259336;2.7903006412088867;2.744021825492382;1.8678396008908749;1.7627696506679058;1.651086611673236
